Sector,Year,Month,Month_Year,Avg_Volume_Millions
"FMCG & Consumer",2005,11,Nov-2005,2.86
"FMCG & Consumer",2005,12,Dec-2005,2.51
"FMCG & Consumer",2005,2,Feb-2005,0.69
"FMCG & Consumer",2005,3,Mar-2005,0.62
"FMCG & Consumer",2005,4,Apr-2005,0.58
"FMCG & Consumer",2005,5,May-2005,0.67
"FMCG & Consumer",2005,6,Jun-2005,0.83
"FMCG & Consumer",2005,7,Jul-2005,1.02
"FMCG & Consumer",2005,8,Aug-2005,0.94
"FMCG & Consumer",2005,9,Sep-2005,1.74
"FMCG & Consumer",2006,1,Jan-2006,1.92
"FMCG & Consumer",2006,10,Oct-2006,1.61
"FMCG & Consumer",2006,11,Nov-2006,1.57
"FMCG & Consumer",2006,12,Dec-2006,1.55
"FMCG & Consumer",2006,2,Feb-2006,2.86
"FMCG & Consumer",2006,3,Mar-2006,2.32
"FMCG & Consumer",2006,4,Apr-2006,2.33
"FMCG & Consumer",2006,5,May-2006,2.36
"FMCG & Consumer",2006,6,Jun-2006,2.6
"FMCG & Consumer",2006,7,Jul-2006,1.98
"FMCG & Consumer",2006,8,Aug-2006,1.7
"FMCG & Consumer",2006,9,Sep-2006,1.47
"FMCG & Consumer",2007,1,Jan-2007,1.88
"FMCG & Consumer",2007,10,Oct-2007,1.84
"FMCG & Consumer",2007,11,Nov-2007,1.59
"FMCG & Consumer",2007,12,Dec-2007,1.54
"FMCG & Consumer",2007,2,Feb-2007,1.79
"FMCG & Consumer",2007,3,Mar-2007,2.64
"FMCG & Consumer",2007,4,Apr-2007,1.6
"FMCG & Consumer",2007,5,May-2007,1.36
"FMCG & Consumer",2007,6,Jun-2007,1.51
"FMCG & Consumer",2007,7,Jul-2007,2.17
"FMCG & Consumer",2007,8,Aug-2007,1.51
"FMCG & Consumer",2007,9,Sep-2007,1.59
"FMCG & Consumer",2008,1,Jan-2008,2.3
"FMCG & Consumer",2008,10,Oct-2008,3.22
"FMCG & Consumer",2008,11,Nov-2008,1.91
"FMCG & Consumer",2008,12,Dec-2008,1.5
"FMCG & Consumer",2008,2,Feb-2008,1.34
"FMCG & Consumer",2008,3,Mar-2008,2.23
"FMCG & Consumer",2008,4,Apr-2008,1.28
"FMCG & Consumer",2008,5,May-2008,1.53
"FMCG & Consumer",2008,6,Jun-2008,1.48
"FMCG & Consumer",2008,7,Jul-2008,1.74
"FMCG & Consumer",2008,8,Aug-2008,1.22
"FMCG & Consumer",2008,9,Sep-2008,1.73
"FMCG & Consumer",2009,1,Jan-2009,1.57
"FMCG & Consumer",2009,10,Oct-2009,1.43
"FMCG & Consumer",2009,11,Nov-2009,1.31
"FMCG & Consumer",2009,12,Dec-2009,1.08
"FMCG & Consumer",2009,2,Feb-2009,1.13
"FMCG & Consumer",2009,3,Mar-2009,1.79
"FMCG & Consumer",2009,4,Apr-2009,2.26
"FMCG & Consumer",2009,5,May-2009,2.53
"FMCG & Consumer",2009,6,Jun-2009,2.65
"FMCG & Consumer",2009,7,Jul-2009,2.23
"FMCG & Consumer",2009,8,Aug-2009,1.62
"FMCG & Consumer",2009,9,Sep-2009,1.8
"FMCG & Consumer",2010,1,Jan-2010,1.38
"FMCG & Consumer",2010,10,Oct-2010,1.77
"FMCG & Consumer",2010,11,Nov-2010,1.59
"FMCG & Consumer",2010,12,Dec-2010,1.35
"FMCG & Consumer",2010,2,Feb-2010,1.18
"FMCG & Consumer",2010,3,Mar-2010,1.29
"FMCG & Consumer",2010,4,Apr-2010,0.99
"FMCG & Consumer",2010,5,May-2010,0.97
"FMCG & Consumer",2010,6,Jun-2010,0.97
"FMCG & Consumer",2010,7,Jul-2010,0.8
"FMCG & Consumer",2010,8,Aug-2010,1.15
"FMCG & Consumer",2010,9,Sep-2010,1.82
"FMCG & Consumer",2011,1,Jan-2011,1.77
"FMCG & Consumer",2011,10,Oct-2011,2.29
"FMCG & Consumer",2011,11,Nov-2011,2.47
"FMCG & Consumer",2011,12,Dec-2011,2.29
"FMCG & Consumer",2011,2,Feb-2011,1.81
"FMCG & Consumer",2011,3,Mar-2011,1.68
"FMCG & Consumer",2011,4,Apr-2011,1.58
"FMCG & Consumer",2011,5,May-2011,1.68
"FMCG & Consumer",2011,6,Jun-2011,1.85
"FMCG & Consumer",2011,7,Jul-2011,2.18
"FMCG & Consumer",2011,8,Aug-2011,2.43
"FMCG & Consumer",2011,9,Sep-2011,2.4
"FMCG & Consumer",2012,1,Jan-2012,2.06
"FMCG & Consumer",2012,10,Oct-2012,1.48
"FMCG & Consumer",2012,11,Nov-2012,1.37
"FMCG & Consumer",2012,12,Dec-2012,1.7
"FMCG & Consumer",2012,2,Feb-2012,2.56
"FMCG & Consumer",2012,3,Mar-2012,2.48
"FMCG & Consumer",2012,4,Apr-2012,1.67
"FMCG & Consumer",2012,5,May-2012,1.97
"FMCG & Consumer",2012,6,Jun-2012,1.73
"FMCG & Consumer",2012,7,Jul-2012,1.63
"FMCG & Consumer",2012,8,Aug-2012,1.45
"FMCG & Consumer",2012,9,Sep-2012,1.84
"FMCG & Consumer",2013,1,Jan-2013,2.35
"FMCG & Consumer",2013,10,Oct-2013,1.93
"FMCG & Consumer",2013,11,Nov-2013,1.64
"FMCG & Consumer",2013,12,Dec-2013,1.6
"FMCG & Consumer",2013,2,Feb-2013,2.01
"FMCG & Consumer",2013,3,Mar-2013,2.37
"FMCG & Consumer",2013,4,Apr-2013,2.05
"FMCG & Consumer",2013,5,May-2013,1.7
"FMCG & Consumer",2013,6,Jun-2013,2.71
"FMCG & Consumer",2013,7,Jul-2013,2.44
"FMCG & Consumer",2013,8,Aug-2013,2.7
"FMCG & Consumer",2013,9,Sep-2013,2.19
"FMCG & Consumer",2014,1,Jan-2014,1.57
"FMCG & Consumer",2014,10,Oct-2014,1.43
"FMCG & Consumer",2014,11,Nov-2014,1.84
"FMCG & Consumer",2014,12,Dec-2014,1.75
"FMCG & Consumer",2014,2,Feb-2014,1.37
"FMCG & Consumer",2014,3,Mar-2014,1.7
"FMCG & Consumer",2014,4,Apr-2014,1.57
"FMCG & Consumer",2014,5,May-2014,2.09
"FMCG & Consumer",2014,6,Jun-2014,2.18
"FMCG & Consumer",2014,7,Jul-2014,1.76
"FMCG & Consumer",2014,8,Aug-2014,1.24
"FMCG & Consumer",2014,9,Sep-2014,1.51
"FMCG & Consumer",2015,1,Jan-2015,2.66
"FMCG & Consumer",2015,10,Oct-2015,1.67
"FMCG & Consumer",2015,11,Nov-2015,1.55
"FMCG & Consumer",2015,12,Dec-2015,1.71
"FMCG & Consumer",2015,2,Feb-2015,2.21
"FMCG & Consumer",2015,3,Mar-2015,2.67
"FMCG & Consumer",2015,4,Apr-2015,1.9
"FMCG & Consumer",2015,5,May-2015,2.06
"FMCG & Consumer",2015,6,Jun-2015,1.72
"FMCG & Consumer",2015,7,Jul-2015,1.45
"FMCG & Consumer",2015,8,Aug-2015,1.9
"FMCG & Consumer",2015,9,Sep-2015,1.69
"FMCG & Consumer",2016,1,Jan-2016,1.77
"FMCG & Consumer",2016,10,Oct-2016,2.14
"FMCG & Consumer",2016,11,Nov-2016,3.33
"FMCG & Consumer",2016,12,Dec-2016,1.99
"FMCG & Consumer",2016,2,Feb-2016,2.07
"FMCG & Consumer",2016,3,Mar-2016,2.69
"FMCG & Consumer",2016,4,Apr-2016,1.71
"FMCG & Consumer",2016,5,May-2016,2.4
"FMCG & Consumer",2016,6,Jun-2016,1.77
"FMCG & Consumer",2016,7,Jul-2016,2.19
"FMCG & Consumer",2016,8,Aug-2016,1.88
"FMCG & Consumer",2016,9,Sep-2016,2.03
"FMCG & Consumer",2017,1,Jan-2017,2.11
"FMCG & Consumer",2017,10,Oct-2017,2.09
"FMCG & Consumer",2017,11,Nov-2017,2.71
"FMCG & Consumer",2017,12,Dec-2017,2.08
"FMCG & Consumer",2017,2,Feb-2017,2.68
"FMCG & Consumer",2017,3,Mar-2017,2.68
"FMCG & Consumer",2017,4,Apr-2017,2.08
"FMCG & Consumer",2017,5,May-2017,2.84
"FMCG & Consumer",2017,6,Jun-2017,2.53
"FMCG & Consumer",2017,7,Jul-2017,4.34
"FMCG & Consumer",2017,8,Aug-2017,2.59
"FMCG & Consumer",2017,9,Sep-2017,2.72
"FMCG & Consumer",2018,1,Jan-2018,3.06
"FMCG & Consumer",2018,10,Oct-2018,3.18
"FMCG & Consumer",2018,11,Nov-2018,2.49
"FMCG & Consumer",2018,12,Dec-2018,2.66
"FMCG & Consumer",2018,2,Feb-2018,3.36
"FMCG & Consumer",2018,3,Mar-2018,2.56
"FMCG & Consumer",2018,4,Apr-2018,2.31
"FMCG & Consumer",2018,5,May-2018,2.31
"FMCG & Consumer",2018,6,Jun-2018,2.3
"FMCG & Consumer",2018,7,Jul-2018,3.66
"FMCG & Consumer",2018,8,Aug-2018,2.92
"FMCG & Consumer",2018,9,Sep-2018,3.4
"FMCG & Consumer",2019,1,Jan-2019,2.78
"FMCG & Consumer",2019,10,Oct-2019,3.88
"FMCG & Consumer",2019,11,Nov-2019,2.91
"FMCG & Consumer",2019,12,Dec-2019,2.72
"FMCG & Consumer",2019,2,Feb-2019,3.66
"FMCG & Consumer",2019,3,Mar-2019,3.1
"FMCG & Consumer",2019,4,Apr-2019,2.42
"FMCG & Consumer",2019,5,May-2019,3.19
"FMCG & Consumer",2019,6,Jun-2019,2.61
"FMCG & Consumer",2019,7,Jul-2019,2.99
"FMCG & Consumer",2019,8,Aug-2019,3.04
"FMCG & Consumer",2019,9,Sep-2019,4.02
"FMCG & Consumer",2020,1,Jan-2020,2.39
"FMCG & Consumer",2020,10,Oct-2020,5.69
"FMCG & Consumer",2020,11,Nov-2020,7.09
"FMCG & Consumer",2020,12,Dec-2020,6.17
"FMCG & Consumer",2020,2,Feb-2020,4.89
"FMCG & Consumer",2020,3,Mar-2020,8.77
"FMCG & Consumer",2020,4,Apr-2020,7.3
"FMCG & Consumer",2020,5,May-2020,9.09
"FMCG & Consumer",2020,6,Jun-2020,7.81
"FMCG & Consumer",2020,7,Jul-2020,5.99
"FMCG & Consumer",2020,8,Aug-2020,6
"FMCG & Consumer",2020,9,Sep-2020,6.25
"FMCG & Consumer",2021,1,Jan-2021,7.73
"FMCG & Consumer",2021,2,Feb-2021,9.82
"FMCG & Consumer",2021,3,Mar-2021,7.84
"FMCG & Consumer",2021,4,Apr-2021,4.3
"Information Technology",2000,1,Jan-2000,0.16
"Information Technology",2000,10,Oct-2000,0.49
"Information Technology",2000,11,Nov-2000,0.41
"Information Technology",2000,12,Dec-2000,0.77
"Information Technology",2000,2,Feb-2000,0.14
"Information Technology",2000,3,Mar-2000,0.1
"Information Technology",2000,4,Apr-2000,0.13
"Information Technology",2000,5,May-2000,0.31
"Information Technology",2000,6,Jun-2000,0.31
"Information Technology",2000,7,Jul-2000,0.31
"Information Technology",2000,8,Aug-2000,0.42
"Information Technology",2000,9,Sep-2000,0.46
"Information Technology",2001,1,Jan-2001,0.8
"Information Technology",2001,10,Oct-2001,3.69
"Information Technology",2001,11,Nov-2001,1.91
"Information Technology",2001,12,Dec-2001,1.87
"Information Technology",2001,2,Feb-2001,0.65
"Information Technology",2001,3,Mar-2001,0.58
"Information Technology",2001,4,Apr-2001,0.71
"Information Technology",2001,5,May-2001,0.73
"Information Technology",2001,6,Jun-2001,1
"Information Technology",2001,7,Jul-2001,0.69
"Information Technology",2001,8,Aug-2001,1.35
"Information Technology",2001,9,Sep-2001,2.98
"Information Technology",2002,1,Jan-2002,2.07
"Information Technology",2002,10,Oct-2002,1.85
"Information Technology",2002,11,Nov-2002,1.4
"Information Technology",2002,12,Dec-2002,1.03
"Information Technology",2002,2,Feb-2002,1.07
"Information Technology",2002,3,Mar-2002,0.89
"Information Technology",2002,4,Apr-2002,0.68
"Information Technology",2002,5,May-2002,0.46
"Information Technology",2002,6,Jun-2002,0.43
"Information Technology",2002,7,Jul-2002,0.6
"Information Technology",2002,8,Aug-2002,0.86
"Information Technology",2002,9,Sep-2002,1.11
"Information Technology",2003,1,Jan-2003,0.8
"Information Technology",2003,10,Oct-2003,1.01
"Information Technology",2003,11,Nov-2003,1.06
"Information Technology",2003,12,Dec-2003,0.8
"Information Technology",2003,2,Feb-2003,0.57
"Information Technology",2003,3,Mar-2003,0.61
"Information Technology",2003,4,Apr-2003,1.39
"Information Technology",2003,5,May-2003,1.13
"Information Technology",2003,6,Jun-2003,0.88
"Information Technology",2003,7,Jul-2003,0.83
"Information Technology",2003,8,Aug-2003,0.8
"Information Technology",2003,9,Sep-2003,1.48
"Information Technology",2004,1,Jan-2004,0.8
"Information Technology",2004,10,Oct-2004,1.17
"Information Technology",2004,11,Nov-2004,0.81
"Information Technology",2004,12,Dec-2004,0.71
"Information Technology",2004,2,Feb-2004,0.76
"Information Technology",2004,3,Mar-2004,0.63
"Information Technology",2004,4,Apr-2004,0.55
"Information Technology",2004,5,May-2004,0.57
"Information Technology",2004,6,Jun-2004,0.61
"Information Technology",2004,7,Jul-2004,1.19
"Information Technology",2004,8,Aug-2004,1.44
"Information Technology",2004,9,Sep-2004,1.04
"Information Technology",2005,1,Jan-2005,1
"Information Technology",2005,10,Oct-2005,1.01
"Information Technology",2005,11,Nov-2005,0.79
"Information Technology",2005,12,Dec-2005,0.85
"Information Technology",2005,2,Feb-2005,0.62
"Information Technology",2005,3,Mar-2005,0.61
"Information Technology",2005,4,Apr-2005,0.95
"Information Technology",2005,5,May-2005,0.66
"Information Technology",2005,6,Jun-2005,0.64
"Information Technology",2005,7,Jul-2005,0.66
"Information Technology",2005,8,Aug-2005,0.61
"Information Technology",2005,9,Sep-2005,0.7
"Information Technology",2006,1,Jan-2006,0.85
"Information Technology",2006,10,Oct-2006,1.25
"Information Technology",2006,11,Nov-2006,0.89
"Information Technology",2006,12,Dec-2006,0.99
"Information Technology",2006,2,Feb-2006,0.72
"Information Technology",2006,3,Mar-2006,0.74
"Information Technology",2006,4,Apr-2006,1.12
"Information Technology",2006,5,May-2006,0.74
"Information Technology",2006,6,Jun-2006,0.84
"Information Technology",2006,7,Jul-2006,1.07
"Information Technology",2006,8,Aug-2006,0.96
"Information Technology",2006,9,Sep-2006,0.73
"Information Technology",2007,1,Jan-2007,1.07
"Information Technology",2007,10,Oct-2007,1.26
"Information Technology",2007,11,Nov-2007,0.97
"Information Technology",2007,12,Dec-2007,0.75
"Information Technology",2007,2,Feb-2007,0.84
"Information Technology",2007,3,Mar-2007,1.18
"Information Technology",2007,4,Apr-2007,1.18
"Information Technology",2007,5,May-2007,1.07
"Information Technology",2007,6,Jun-2007,0.77
"Information Technology",2007,7,Jul-2007,0.94
"Information Technology",2007,8,Aug-2007,0.87
"Information Technology",2007,9,Sep-2007,0.94
"Information Technology",2008,1,Jan-2008,0.89
"Information Technology",2008,10,Oct-2008,1.53
"Information Technology",2008,11,Nov-2008,1.3
"Information Technology",2008,12,Dec-2008,1.39
"Information Technology",2008,2,Feb-2008,0.65
"Information Technology",2008,3,Mar-2008,0.86
"Information Technology",2008,4,Apr-2008,1.29
"Information Technology",2008,5,May-2008,1.25
"Information Technology",2008,6,Jun-2008,1
"Information Technology",2008,7,Jul-2008,1.09
"Information Technology",2008,8,Aug-2008,0.74
"Information Technology",2008,9,Sep-2008,1.1
"Information Technology",2009,1,Jan-2009,1.58
"Information Technology",2009,10,Oct-2009,1.54
"Information Technology",2009,11,Nov-2009,1.14
"Information Technology",2009,12,Dec-2009,1.07
"Information Technology",2009,2,Feb-2009,0.99
"Information Technology",2009,3,Mar-2009,1.16
"Information Technology",2009,4,Apr-2009,2.03
"Information Technology",2009,5,May-2009,1.84
"Information Technology",2009,6,Jun-2009,1.97
"Information Technology",2009,7,Jul-2009,2.02
"Information Technology",2009,8,Aug-2009,1.81
"Information Technology",2009,9,Sep-2009,1.61
"Information Technology",2010,1,Jan-2010,1.58
"Information Technology",2010,10,Oct-2010,1.18
"Information Technology",2010,11,Nov-2010,0.8
"Information Technology",2010,12,Dec-2010,0.96
"Information Technology",2010,2,Feb-2010,0.82
"Information Technology",2010,3,Mar-2010,0.92
"Information Technology",2010,4,Apr-2010,1.36
"Information Technology",2010,5,May-2010,0.92
"Information Technology",2010,6,Jun-2010,0.94
"Information Technology",2010,7,Jul-2010,1.05
"Information Technology",2010,8,Aug-2010,0.81
"Information Technology",2010,9,Sep-2010,1.17
"Information Technology",2011,1,Jan-2011,1.23
"Information Technology",2011,10,Oct-2011,1.33
"Information Technology",2011,11,Nov-2011,1.08
"Information Technology",2011,12,Dec-2011,1.14
"Information Technology",2011,2,Feb-2011,1.13
"Information Technology",2011,3,Mar-2011,1.01
"Information Technology",2011,4,Apr-2011,1.44
"Information Technology",2011,5,May-2011,0.76
"Information Technology",2011,6,Jun-2011,0.81
"Information Technology",2011,7,Jul-2011,0.95
"Information Technology",2011,8,Aug-2011,1.38
"Information Technology",2011,9,Sep-2011,1.35
"Information Technology",2012,1,Jan-2012,1.19
"Information Technology",2012,10,Oct-2012,1.2
"Information Technology",2012,11,Nov-2012,0.95
"Information Technology",2012,12,Dec-2012,0.98
"Information Technology",2012,2,Feb-2012,0.95
"Information Technology",2012,3,Mar-2012,1.02
"Information Technology",2012,4,Apr-2012,1.42
"Information Technology",2012,5,May-2012,0.95
"Information Technology",2012,6,Jun-2012,0.84
"Information Technology",2012,7,Jul-2012,1.22
"Information Technology",2012,8,Aug-2012,0.88
"Information Technology",2012,9,Sep-2012,1.18
"Information Technology",2013,1,Jan-2013,1.51
"Information Technology",2013,10,Oct-2013,1.74
"Information Technology",2013,11,Nov-2013,1.19
"Information Technology",2013,12,Dec-2013,1.14
"Information Technology",2013,2,Feb-2013,1.15
"Information Technology",2013,3,Mar-2013,1.27
"Information Technology",2013,4,Apr-2013,1.77
"Information Technology",2013,5,May-2013,1.05
"Information Technology",2013,6,Jun-2013,1.12
"Information Technology",2013,7,Jul-2013,1.35
"Information Technology",2013,8,Aug-2013,1.64
"Information Technology",2013,9,Sep-2013,1.63
"Information Technology",2014,1,Jan-2014,1.28
"Information Technology",2014,10,Oct-2014,1.54
"Information Technology",2014,11,Nov-2014,1.09
"Information Technology",2014,12,Dec-2014,1.64
"Information Technology",2014,2,Feb-2014,1.14
"Information Technology",2014,3,Mar-2014,1.38
"Information Technology",2014,4,Apr-2014,1.43
"Information Technology",2014,5,May-2014,1.47
"Information Technology",2014,6,Jun-2014,1.21
"Information Technology",2014,7,Jul-2014,1.11
"Information Technology",2014,8,Aug-2014,0.98
"Information Technology",2014,9,Sep-2014,0.9
"Information Technology",2015,1,Jan-2015,1.59
"Information Technology",2015,10,Oct-2015,2.48
"Information Technology",2015,11,Nov-2015,1.57
"Information Technology",2015,12,Dec-2015,1.36
"Information Technology",2015,2,Feb-2015,1.3
"Information Technology",2015,3,Mar-2015,1.79
"Information Technology",2015,4,Apr-2015,2.44
"Information Technology",2015,5,May-2015,2.12
"Information Technology",2015,6,Jun-2015,1.95
"Information Technology",2015,7,Jul-2015,2.06
"Information Technology",2015,8,Aug-2015,2.12
"Information Technology",2015,9,Sep-2015,1.89
"Information Technology",2016,1,Jan-2016,1.91
"Information Technology",2016,10,Oct-2016,2.18
"Information Technology",2016,11,Nov-2016,2.54
"Information Technology",2016,12,Dec-2016,1.49
"Information Technology",2016,2,Feb-2016,1.48
"Information Technology",2016,3,Mar-2016,2.31
"Information Technology",2016,4,Apr-2016,2.19
"Information Technology",2016,5,May-2016,1.92
"Information Technology",2016,6,Jun-2016,1.81
"Information Technology",2016,7,Jul-2016,2.2
"Information Technology",2016,8,Aug-2016,2.05
"Information Technology",2016,9,Sep-2016,1.95
"Information Technology",2017,1,Jan-2017,2.38
"Information Technology",2017,10,Oct-2017,2.11
"Information Technology",2017,11,Nov-2017,2.07
"Information Technology",2017,12,Dec-2017,2.31
"Information Technology",2017,2,Feb-2017,2.67
"Information Technology",2017,3,Mar-2017,2.02
"Information Technology",2017,4,Apr-2017,2.16
"Information Technology",2017,5,May-2017,2.05
"Information Technology",2017,6,Jun-2017,2.21
"Information Technology",2017,7,Jul-2017,2.28
"Information Technology",2017,8,Aug-2017,4.39
"Information Technology",2017,9,Sep-2017,2.5
"Information Technology",2018,1,Jan-2018,3.14
"Information Technology",2018,10,Oct-2018,4.4
"Information Technology",2018,11,Nov-2018,3.88
"Information Technology",2018,12,Dec-2018,3.8
"Information Technology",2018,2,Feb-2018,2.88
"Information Technology",2018,3,Mar-2018,3.21
"Information Technology",2018,4,Apr-2018,3.29
"Information Technology",2018,5,May-2018,2.64
"Information Technology",2018,6,Jun-2018,3.04
"Information Technology",2018,7,Jul-2018,3.83
"Information Technology",2018,8,Aug-2018,2.86
"Information Technology",2018,9,Sep-2018,4.9
"Information Technology",2019,1,Jan-2019,4.5
"Information Technology",2019,10,Oct-2019,6.27
"Information Technology",2019,11,Nov-2019,4.13
"Information Technology",2019,12,Dec-2019,3.66
"Information Technology",2019,2,Feb-2019,3.77
"Information Technology",2019,3,Mar-2019,4.94
"Information Technology",2019,4,Apr-2019,5.35
"Information Technology",2019,5,May-2019,4.75
"Information Technology",2019,6,Jun-2019,4.01
"Information Technology",2019,7,Jul-2019,3.73
"Information Technology",2019,8,Aug-2019,3.96
"Information Technology",2019,9,Sep-2019,4.3
"Information Technology",2020,1,Jan-2020,3.98
"Information Technology",2020,10,Oct-2020,13.25
"Information Technology",2020,11,Nov-2020,6.67
"Information Technology",2020,12,Dec-2020,6.8
"Information Technology",2020,2,Feb-2020,3.43
"Information Technology",2020,3,Mar-2020,7.36
"Information Technology",2020,4,Apr-2020,6.91
"Information Technology",2020,5,May-2020,6.34
"Information Technology",2020,6,Jun-2020,6.45
"Information Technology",2020,7,Jul-2020,11.34
"Information Technology",2020,8,Aug-2020,6.07
"Information Technology",2020,9,Sep-2020,10.62
"Information Technology",2021,1,Jan-2021,10.23
"Information Technology",2021,2,Feb-2021,6.24
"Information Technology",2021,3,Mar-2021,6.77
"Information Technology",2021,4,Apr-2021,9.35
"Infra & Cement",2000,1,Jan-2000,0.1
"Infra & Cement",2000,10,Oct-2000,0.12
"Infra & Cement",2000,11,Nov-2000,0.28
"Infra & Cement",2000,12,Dec-2000,0.69
"Infra & Cement",2000,2,Feb-2000,0.13
"Infra & Cement",2000,3,Mar-2000,0.07
"Infra & Cement",2000,4,Apr-2000,0.16
"Infra & Cement",2000,5,May-2000,0.14
"Infra & Cement",2000,6,Jun-2000,0.14
"Infra & Cement",2000,7,Jul-2000,0.1
