Sector,Year,Month,Month_Year,Avg_Volume_Millions
"Infra & Cement",2000,8,Aug-2000,0.12
"Infra & Cement",2000,9,Sep-2000,0.11
"Infra & Cement",2001,1,Jan-2001,0.98
"Infra & Cement",2001,10,Oct-2001,0.07
"Infra & Cement",2001,11,Nov-2001,0.12
"Infra & Cement",2001,12,Dec-2001,0.13
"Infra & Cement",2001,2,Feb-2001,0.92
"Infra & Cement",2001,3,Mar-2001,0.48
"Infra & Cement",2001,4,Apr-2001,0.49
"Infra & Cement",2001,5,May-2001,0.48
"Infra & Cement",2001,6,Jun-2001,0.14
"Infra & Cement",2001,7,Jul-2001,0.04
"Infra & Cement",2001,8,Aug-2001,0.06
"Infra & Cement",2001,9,Sep-2001,0.08
"Infra & Cement",2002,1,Jan-2002,0.09
"Infra & Cement",2002,10,Oct-2002,0.04
"Infra & Cement",2002,11,Nov-2002,0.08
"Infra & Cement",2002,12,Dec-2002,0.08
"Infra & Cement",2002,2,Feb-2002,0.14
"Infra & Cement",2002,3,Mar-2002,0.06
"Infra & Cement",2002,4,Apr-2002,0.05
"Infra & Cement",2002,5,May-2002,0.1
"Infra & Cement",2002,6,Jun-2002,0.06
"Infra & Cement",2002,7,Jul-2002,0.07
"Infra & Cement",2002,8,Aug-2002,0.03
"Infra & Cement",2002,9,Sep-2002,0.03
"Infra & Cement",2003,1,Jan-2003,0.07
"Infra & Cement",2003,10,Oct-2003,0.22
"Infra & Cement",2003,11,Nov-2003,0.23
"Infra & Cement",2003,12,Dec-2003,0.15
"Infra & Cement",2003,2,Feb-2003,0.09
"Infra & Cement",2003,3,Mar-2003,0.04
"Infra & Cement",2003,4,Apr-2003,0.07
"Infra & Cement",2003,5,May-2003,0.1
"Infra & Cement",2003,6,Jun-2003,0.26
"Infra & Cement",2003,7,Jul-2003,0.27
"Infra & Cement",2003,8,Aug-2003,0.3
"Infra & Cement",2003,9,Sep-2003,0.16
"Infra & Cement",2004,1,Jan-2004,0.17
"Infra & Cement",2004,10,Oct-2004,0.22
"Infra & Cement",2004,11,Nov-2004,6.48
"Infra & Cement",2004,12,Dec-2004,2.82
"Infra & Cement",2004,2,Feb-2004,0.14
"Infra & Cement",2004,3,Mar-2004,0.17
"Infra & Cement",2004,4,Apr-2004,0.13
"Infra & Cement",2004,5,May-2004,0.19
"Infra & Cement",2004,6,Jun-2004,0.33
"Infra & Cement",2004,7,Jul-2004,0.36
"Infra & Cement",2004,8,Aug-2004,0.41
"Infra & Cement",2004,9,Sep-2004,0.24
"Infra & Cement",2005,1,Jan-2005,2.5
"Infra & Cement",2005,10,Oct-2005,0.91
"Infra & Cement",2005,11,Nov-2005,0.69
"Infra & Cement",2005,12,Dec-2005,0.73
"Infra & Cement",2005,2,Feb-2005,3
"Infra & Cement",2005,3,Mar-2005,1.13
"Infra & Cement",2005,4,Apr-2005,1.01
"Infra & Cement",2005,5,May-2005,0.57
"Infra & Cement",2005,6,Jun-2005,0.71
"Infra & Cement",2005,7,Jul-2005,1.26
"Infra & Cement",2005,8,Aug-2005,1.09
"Infra & Cement",2005,9,Sep-2005,0.78
"Infra & Cement",2006,1,Jan-2006,0.68
"Infra & Cement",2006,10,Oct-2006,0.54
"Infra & Cement",2006,11,Nov-2006,1.01
"Infra & Cement",2006,12,Dec-2006,1.08
"Infra & Cement",2006,2,Feb-2006,1.07
"Infra & Cement",2006,3,Mar-2006,0.98
"Infra & Cement",2006,4,Apr-2006,1.27
"Infra & Cement",2006,5,May-2006,1.25
"Infra & Cement",2006,6,Jun-2006,0.84
"Infra & Cement",2006,7,Jul-2006,0.5
"Infra & Cement",2006,8,Aug-2006,0.46
"Infra & Cement",2006,9,Sep-2006,0.56
"Infra & Cement",2007,1,Jan-2007,0.68
"Infra & Cement",2007,10,Oct-2007,13.15
"Infra & Cement",2007,11,Nov-2007,5
"Infra & Cement",2007,12,Dec-2007,3.07
"Infra & Cement",2007,2,Feb-2007,0.9
"Infra & Cement",2007,3,Mar-2007,0.79
"Infra & Cement",2007,4,Apr-2007,0.96
"Infra & Cement",2007,5,May-2007,0.67
"Infra & Cement",2007,6,Jun-2007,0.63
"Infra & Cement",2007,7,Jul-2007,0.93
"Infra & Cement",2007,8,Aug-2007,1
"Infra & Cement",2007,9,Sep-2007,1.78
"Infra & Cement",2008,1,Jan-2008,4.69
"Infra & Cement",2008,10,Oct-2008,2.75
"Infra & Cement",2008,11,Nov-2008,2.53
"Infra & Cement",2008,12,Dec-2008,2.4
"Infra & Cement",2008,2,Feb-2008,2.75
"Infra & Cement",2008,3,Mar-2008,3.13
"Infra & Cement",2008,4,Apr-2008,1.93
"Infra & Cement",2008,5,May-2008,2.01
"Infra & Cement",2008,6,Jun-2008,1.81
"Infra & Cement",2008,7,Jul-2008,2.14
"Infra & Cement",2008,8,Aug-2008,1.56
"Infra & Cement",2008,9,Sep-2008,1.89
"Infra & Cement",2009,1,Jan-2009,2.3
"Infra & Cement",2009,10,Oct-2009,1.35
"Infra & Cement",2009,11,Nov-2009,1.29
"Infra & Cement",2009,12,Dec-2009,1.2
"Infra & Cement",2009,2,Feb-2009,2.01
"Infra & Cement",2009,3,Mar-2009,2.11
"Infra & Cement",2009,4,Apr-2009,3.06
"Infra & Cement",2009,5,May-2009,2.75
"Infra & Cement",2009,6,Jun-2009,3.61
"Infra & Cement",2009,7,Jul-2009,2.1
"Infra & Cement",2009,8,Aug-2009,1.43
"Infra & Cement",2009,9,Sep-2009,1.35
"Infra & Cement",2010,1,Jan-2010,1.69
"Infra & Cement",2010,10,Oct-2010,1.28
"Infra & Cement",2010,11,Nov-2010,9.3
"Infra & Cement",2010,12,Dec-2010,2.75
"Infra & Cement",2010,2,Feb-2010,1.04
"Infra & Cement",2010,3,Mar-2010,1.01
"Infra & Cement",2010,4,Apr-2010,0.91
"Infra & Cement",2010,5,May-2010,0.99
"Infra & Cement",2010,6,Jun-2010,0.69
"Infra & Cement",2010,7,Jul-2010,0.76
"Infra & Cement",2010,8,Aug-2010,0.74
"Infra & Cement",2010,9,Sep-2010,1.2
"Infra & Cement",2011,1,Jan-2011,1.85
"Infra & Cement",2011,10,Oct-2011,1.94
"Infra & Cement",2011,11,Nov-2011,1.58
"Infra & Cement",2011,12,Dec-2011,1.65
"Infra & Cement",2011,2,Feb-2011,2.51
"Infra & Cement",2011,3,Mar-2011,1.64
"Infra & Cement",2011,4,Apr-2011,1.34
"Infra & Cement",2011,5,May-2011,1.67
"Infra & Cement",2011,6,Jun-2011,1.52
"Infra & Cement",2011,7,Jul-2011,1.69
"Infra & Cement",2011,8,Aug-2011,1.71
"Infra & Cement",2011,9,Sep-2011,1.65
"Infra & Cement",2012,1,Jan-2012,1.95
"Infra & Cement",2012,10,Oct-2012,1.36
"Infra & Cement",2012,11,Nov-2012,1.22
"Infra & Cement",2012,12,Dec-2012,1.24
"Infra & Cement",2012,2,Feb-2012,2.32
"Infra & Cement",2012,3,Mar-2012,1.45
"Infra & Cement",2012,4,Apr-2012,1.06
"Infra & Cement",2012,5,May-2012,1.27
"Infra & Cement",2012,6,Jun-2012,1.41
"Infra & Cement",2012,7,Jul-2012,1.06
"Infra & Cement",2012,8,Aug-2012,1.21
"Infra & Cement",2012,9,Sep-2012,1.46
"Infra & Cement",2013,1,Jan-2013,1.56
"Infra & Cement",2013,10,Oct-2013,1.64
"Infra & Cement",2013,11,Nov-2013,1.77
"Infra & Cement",2013,12,Dec-2013,5.97
"Infra & Cement",2013,2,Feb-2013,3.01
"Infra & Cement",2013,3,Mar-2013,2.01
"Infra & Cement",2013,4,Apr-2013,1.67
"Infra & Cement",2013,5,May-2013,1.79
"Infra & Cement",2013,6,Jun-2013,1.6
"Infra & Cement",2013,7,Jul-2013,1.47
"Infra & Cement",2013,8,Aug-2013,2.62
"Infra & Cement",2013,9,Sep-2013,2.04
"Infra & Cement",2014,1,Jan-2014,2.66
"Infra & Cement",2014,10,Oct-2014,2.14
"Infra & Cement",2014,11,Nov-2014,2.23
"Infra & Cement",2014,12,Dec-2014,1.79
"Infra & Cement",2014,2,Feb-2014,2.39
"Infra & Cement",2014,3,Mar-2014,2.66
"Infra & Cement",2014,4,Apr-2014,2.48
"Infra & Cement",2014,5,May-2014,5.29
"Infra & Cement",2014,6,Jun-2014,3.94
"Infra & Cement",2014,7,Jul-2014,2.82
"Infra & Cement",2014,8,Aug-2014,2.29
"Infra & Cement",2014,9,Sep-2014,2.42
"Infra & Cement",2015,1,Jan-2015,1.98
"Infra & Cement",2015,10,Oct-2015,1.66
"Infra & Cement",2015,11,Nov-2015,1.66
"Infra & Cement",2015,12,Dec-2015,1.56
"Infra & Cement",2015,2,Feb-2015,2.9
"Infra & Cement",2015,3,Mar-2015,2.53
"Infra & Cement",2015,4,Apr-2015,1.4
"Infra & Cement",2015,5,May-2015,2.08
"Infra & Cement",2015,6,Jun-2015,1.93
"Infra & Cement",2015,7,Jul-2015,1.46
"Infra & Cement",2015,8,Aug-2015,2.22
"Infra & Cement",2015,9,Sep-2015,1.97
"Infra & Cement",2016,1,Jan-2016,2.26
"Infra & Cement",2016,10,Oct-2016,1.7
"Infra & Cement",2016,11,Nov-2016,2.6
"Infra & Cement",2016,12,Dec-2016,1.72
"Infra & Cement",2016,2,Feb-2016,2.66
"Infra & Cement",2016,3,Mar-2016,2.62
"Infra & Cement",2016,4,Apr-2016,2.26
"Infra & Cement",2016,5,May-2016,2.29
"Infra & Cement",2016,6,Jun-2016,1.71
"Infra & Cement",2016,7,Jul-2016,1.95
"Infra & Cement",2016,8,Aug-2016,2.13
"Infra & Cement",2016,9,Sep-2016,1.79
"Infra & Cement",2017,1,Jan-2017,2.42
"Infra & Cement",2017,10,Oct-2017,3.29
"Infra & Cement",2017,11,Nov-2017,3.17
"Infra & Cement",2017,12,Dec-2017,2.95
"Infra & Cement",2017,2,Feb-2017,2.81
"Infra & Cement",2017,3,Mar-2017,2.74
"Infra & Cement",2017,4,Apr-2017,2.54
"Infra & Cement",2017,5,May-2017,2.01
"Infra & Cement",2017,6,Jun-2017,2.05
"Infra & Cement",2017,7,Jul-2017,2.31
"Infra & Cement",2017,8,Aug-2017,3.28
"Infra & Cement",2017,9,Sep-2017,2.58
"Infra & Cement",2018,1,Jan-2018,3.34
"Infra & Cement",2018,10,Oct-2018,3.01
"Infra & Cement",2018,11,Nov-2018,3.35
"Infra & Cement",2018,12,Dec-2018,4.15
"Infra & Cement",2018,2,Feb-2018,3.15
"Infra & Cement",2018,3,Mar-2018,2.67
"Infra & Cement",2018,4,Apr-2018,1.78
"Infra & Cement",2018,5,May-2018,4.3
"Infra & Cement",2018,6,Jun-2018,2.52
"Infra & Cement",2018,7,Jul-2018,2.57
"Infra & Cement",2018,8,Aug-2018,2.45
"Infra & Cement",2018,9,Sep-2018,2.47
"Infra & Cement",2019,1,Jan-2019,2.97
"Infra & Cement",2019,10,Oct-2019,4.04
"Infra & Cement",2019,11,Nov-2019,4.16
"Infra & Cement",2019,12,Dec-2019,3.73
"Infra & Cement",2019,2,Feb-2019,4.96
"Infra & Cement",2019,3,Mar-2019,6.84
"Infra & Cement",2019,4,Apr-2019,4.75
"Infra & Cement",2019,5,May-2019,4.1
"Infra & Cement",2019,6,Jun-2019,4.17
"Infra & Cement",2019,7,Jul-2019,4.92
"Infra & Cement",2019,8,Aug-2019,5.39
"Infra & Cement",2019,9,Sep-2019,5.41
"Infra & Cement",2020,1,Jan-2020,6.12
"Infra & Cement",2020,10,Oct-2020,8.92
"Infra & Cement",2020,11,Nov-2020,13.21
"Infra & Cement",2020,12,Dec-2020,9.94
"Infra & Cement",2020,2,Feb-2020,7.51
"Infra & Cement",2020,3,Mar-2020,12.28
"Infra & Cement",2020,4,Apr-2020,7.15
"Infra & Cement",2020,5,May-2020,6.69
"Infra & Cement",2020,6,Jun-2020,7.6
"Infra & Cement",2020,7,Jul-2020,5.99
"Infra & Cement",2020,8,Aug-2020,9.57
"Infra & Cement",2020,9,Sep-2020,7.73
"Infra & Cement",2021,1,Jan-2021,8.62
"Infra & Cement",2021,2,Feb-2021,12.26
"Infra & Cement",2021,3,Mar-2021,8.94
"Infra & Cement",2021,4,Apr-2021,5.84
Metals,2000,1,Jan-2000,1.41
Metals,2000,10,Oct-2000,0.54
Metals,2000,11,Nov-2000,1.29
Metals,2000,12,Dec-2000,1.39
Metals,2000,2,Feb-2000,0.68
Metals,2000,3,Mar-2000,0.91
Metals,2000,4,Apr-2000,1.17
Metals,2000,5,May-2000,0.81
Metals,2000,6,Jun-2000,0.95
Metals,2000,7,Jul-2000,1.39
Metals,2000,8,Aug-2000,0.62
Metals,2000,9,Sep-2000,0.39
Metals,2001,1,Jan-2001,1.5
Metals,2001,10,Oct-2001,0.31
Metals,2001,11,Nov-2001,0.43
Metals,2001,12,Dec-2001,0.35
Metals,2001,2,Feb-2001,2.68
Metals,2001,3,Mar-2001,1.06
Metals,2001,4,Apr-2001,0.73
Metals,2001,5,May-2001,1.04
Metals,2001,6,Jun-2001,0.81
Metals,2001,7,Jul-2001,0.69
Metals,2001,8,Aug-2001,0.25
Metals,2001,9,Sep-2001,0.4
Metals,2002,1,Jan-2002,0.4
Metals,2002,10,Oct-2002,0.42
Metals,2002,11,Nov-2002,1.07
Metals,2002,12,Dec-2002,1.26
Metals,2002,2,Feb-2002,0.59
Metals,2002,3,Mar-2002,0.35
Metals,2002,4,Apr-2002,0.31
Metals,2002,5,May-2002,0.42
Metals,2002,6,Jun-2002,1.43
Metals,2002,7,Jul-2002,1.3
Metals,2002,8,Aug-2002,0.96
Metals,2002,9,Sep-2002,0.44
Metals,2003,1,Jan-2003,1.54
Metals,2003,10,Oct-2003,6.77
Metals,2003,11,Nov-2003,4.48
Metals,2003,12,Dec-2003,3.39
Metals,2003,2,Feb-2003,1.7
Metals,2003,3,Mar-2003,1.68
Metals,2003,4,Apr-2003,1.13
Metals,2003,5,May-2003,1.42
Metals,2003,6,Jun-2003,2.41
Metals,2003,7,Jul-2003,4.16
Metals,2003,8,Aug-2003,5.71
Metals,2003,9,Sep-2003,5.73
Metals,2004,1,Jan-2004,4.28
Metals,2004,10,Oct-2004,3.56
Metals,2004,11,Nov-2004,2.23
Metals,2004,12,Dec-2004,2.54
Metals,2004,2,Feb-2004,5.43
Metals,2004,3,Mar-2004,4.49
Metals,2004,4,Apr-2004,3.6
Metals,2004,5,May-2004,5.16
Metals,2004,6,Jun-2004,4.31
Metals,2004,7,Jul-2004,5.95
Metals,2004,8,Aug-2004,4.84
Metals,2004,9,Sep-2004,3.87
Metals,2005,1,Jan-2005,3
Metals,2005,10,Oct-2005,1.77
Metals,2005,11,Nov-2005,1.68
Metals,2005,12,Dec-2005,1.39
Metals,2005,2,Feb-2005,3.34
Metals,2005,3,Mar-2005,2.67
Metals,2005,4,Apr-2005,1.97
Metals,2005,5,May-2005,1.64
Metals,2005,6,Jun-2005,1.73
Metals,2005,7,Jul-2005,1.62
Metals,2005,8,Aug-2005,1.63
Metals,2005,9,Sep-2005,1.62
Metals,2006,1,Jan-2006,1.26
Metals,2006,10,Oct-2006,1.32
Metals,2006,11,Nov-2006,1.02
Metals,2006,12,Dec-2006,1.25
Metals,2006,2,Feb-2006,1.3
Metals,2006,3,Mar-2006,1.49
Metals,2006,4,Apr-2006,1.75
Metals,2006,5,May-2006,2.12
Metals,2006,6,Jun-2006,1.92
Metals,2006,7,Jul-2006,1.62
Metals,2006,8,Aug-2006,1.05
Metals,2006,9,Sep-2006,0.97
Metals,2007,1,Jan-2007,1.48
Metals,2007,10,Oct-2007,2.03
Metals,2007,11,Nov-2007,1.84
Metals,2007,12,Dec-2007,1.65
Metals,2007,2,Feb-2007,1.93
Metals,2007,3,Mar-2007,1.44
Metals,2007,4,Apr-2007,2.38
Metals,2007,5,May-2007,1.38
Metals,2007,6,Jun-2007,0.73
Metals,2007,7,Jul-2007,0.97
Metals,2007,8,Aug-2007,1.35
Metals,2007,9,Sep-2007,1.6
Metals,2008,1,Jan-2008,1.36
Metals,2008,10,Oct-2008,6.19
Metals,2008,11,Nov-2008,6.62
Metals,2008,12,Dec-2008,5.44
Metals,2008,2,Feb-2008,1.53
Metals,2008,3,Mar-2008,1.84
Metals,2008,4,Apr-2008,1.25
Metals,2008,5,May-2008,1.91
Metals,2008,6,Jun-2008,1.48
Metals,2008,7,Jul-2008,1.75
Metals,2008,8,Aug-2008,2.57
Metals,2008,9,Sep-2008,4.21
Metals,2009,1,Jan-2009,4.62
Metals,2009,10,Oct-2009,7.43
Metals,2009,11,Nov-2009,7.37
Metals,2009,12,Dec-2009,6.4
Metals,2009,2,Feb-2009,4.34
Metals,2009,3,Mar-2009,6.5
Metals,2009,4,Apr-2009,9.43
Metals,2009,5,May-2009,9.26
Metals,2009,6,Jun-2009,11.23
Metals,2009,7,Jul-2009,8.26
Metals,2009,8,Aug-2009,8.8
Metals,2009,9,Sep-2009,8.43
Metals,2010,1,Jan-2010,6.52
Metals,2010,10,Oct-2010,5.02
Metals,2010,11,Nov-2010,4.11
Metals,2010,12,Dec-2010,4.11
Metals,2010,2,Feb-2010,6.49
Metals,2010,3,Mar-2010,5.09
Metals,2010,4,Apr-2010,4.21
Metals,2010,5,May-2010,8.08
Metals,2010,6,Jun-2010,8.4
Metals,2010,7,Jul-2010,5.09
Metals,2010,8,Aug-2010,4.59
Metals,2010,9,Sep-2010,4.95
Metals,2011,1,Jan-2011,5.09
Metals,2011,10,Oct-2011,4.92
Metals,2011,11,Nov-2011,4.41
Metals,2011,12,Dec-2011,4.74
Metals,2011,2,Feb-2011,5.62
Metals,2011,3,Mar-2011,4.31
Metals,2011,4,Apr-2011,3.22
Metals,2011,5,May-2011,2.94
Metals,2011,6,Jun-2011,2.77
Metals,2011,7,Jul-2011,3.08
Metals,2011,8,Aug-2011,4.89
Metals,2011,9,Sep-2011,4.41
Metals,2012,1,Jan-2012,5.51
Metals,2012,10,Oct-2012,3.05
Metals,2012,11,Nov-2012,2.48
Metals,2012,12,Dec-2012,3.56
Metals,2012,2,Feb-2012,7.3
Metals,2012,3,Mar-2012,5.42
Metals,2012,4,Apr-2012,3.83
Metals,2012,5,May-2012,4.77
Metals,2012,6,Jun-2012,3.46
Metals,2012,7,Jul-2012,3.28
Metals,2012,8,Aug-2012,3.36
Metals,2012,9,Sep-2012,4.31
Metals,2013,1,Jan-2013,3.18
Metals,2013,10,Oct-2013,6.32
Metals,2013,11,Nov-2013,5.18
Metals,2013,12,Dec-2013,4.48
Metals,2013,2,Feb-2013,3.5
Metals,2013,3,Mar-2013,3.89
Metals,2013,4,Apr-2013,3.4
Metals,2013,5,May-2013,3.58
Metals,2013,6,Jun-2013,3.58
Metals,2013,7,Jul-2013,3.2
Metals,2013,8,Aug-2013,7.25
Metals,2013,9,Sep-2013,7
Metals,2014,1,Jan-2014,3.61
Metals,2014,10,Oct-2014,5.24
Metals,2014,11,Nov-2014,4.61
Metals,2014,12,Dec-2014,4.2
Metals,2014,2,Feb-2014,5.03
Metals,2014,3,Mar-2014,5.73
Metals,2014,4,Apr-2014,5.13
Metals,2014,5,May-2014,7.76
Metals,2014,6,Jun-2014,6.42
Metals,2014,7,Jul-2014,5.98
Metals,2014,8,Aug-2014,5.26
Metals,2014,9,Sep-2014,4.94
Metals,2015,1,Jan-2015,4.28
Metals,2015,10,Oct-2015,9.51
Metals,2015,11,Nov-2015,6.32
Metals,2015,12,Dec-2015,6.23
Metals,2015,2,Feb-2015,3.98
Metals,2015,3,Mar-2015,4.09
Metals,2015,4,Apr-2015,4.39
Metals,2015,5,May-2015,4.15
Metals,2015,6,Jun-2015,3.4
Metals,2015,7,Jul-2015,4.14
Metals,2015,8,Aug-2015,6.72
Metals,2015,9,Sep-2015,6.42
Metals,2016,1,Jan-2016,8.93
Metals,2016,10,Oct-2016,6.91
Metals,2016,11,Nov-2016,10.06
Metals,2016,12,Dec-2016,5.67
Metals,2016,2,Feb-2016,10.79
Metals,2016,3,Mar-2016,12.04
Metals,2016,4,Apr-2016,10.59
Metals,2016,5,May-2016,9.34
Metals,2016,6,Jun-2016,8.67
Metals,2016,7,Jul-2016,10.2
Metals,2016,8,Aug-2016,7.06
Metals,2016,9,Sep-2016,6.92
Metals,2017,1,Jan-2017,8.16
Metals,2017,10,Oct-2017,6.02
Metals,2017,11,Nov-2017,5.02
Metals,2017,12,Dec-2017,6.57
Metals,2017,2,Feb-2017,7.92
Metals,2017,3,Mar-2017,9.15
Metals,2017,4,Apr-2017,9.15
Metals,2017,5,May-2017,11.33
Metals,2017,6,Jun-2017,7.65
Metals,2017,7,Jul-2017,6.76
Metals,2017,8,Aug-2017,8.22
Metals,2017,9,Sep-2017,7.04
Metals,2018,1,Jan-2018,6.48
Metals,2018,10,Oct-2018,9.87
Metals,2018,11,Nov-2018,8.89
Metals,2018,12,Dec-2018,8.05
Metals,2018,2,Feb-2018,9.01
Metals,2018,3,Mar-2018,9.72
Metals,2018,4,Apr-2018,10.35
Metals,2018,5,May-2018,8.88
Metals,2018,6,Jun-2018,8.84
Metals,2018,7,Jul-2018,9.18
Metals,2018,8,Aug-2018,10.45
Metals,2018,9,Sep-2018,11.58
Metals,2019,1,Jan-2019,7.51
Metals,2019,10,Oct-2019,10.19
Metals,2019,11,Nov-2019,12.59
Metals,2019,12,Dec-2019,11.99
Metals,2019,2,Feb-2019,11.54
Metals,2019,3,Mar-2019,8.01
Metals,2019,4,Apr-2019,8.04
Metals,2019,5,May-2019,9.54
Metals,2019,6,Jun-2019,7.71
Metals,2019,7,Jul-2019,7.25
Metals,2019,8,Aug-2019,10.83
Metals,2019,9,Sep-2019,10.45
Metals,2020,1,Jan-2020,10.18
Metals,2020,10,Oct-2020,25.44
Metals,2020,11,Nov-2020,19.91
Metals,2020,12,Dec-2020,20.73
Metals,2020,2,Feb-2020,11.14
Metals,2020,3,Mar-2020,18.6
Metals,2020,4,Apr-2020,21.46
Metals,2020,5,May-2020,21.38
Metals,2020,6,Jun-2020,18.42
Metals,2020,7,Jul-2020,15.02
Metals,2020,8,Aug-2020,16.2
Metals,2020,9,Sep-2020,14.47
Metals,2021,1,Jan-2021,15.64
Metals,2021,2,Feb-2021,18.02
Metals,2021,3,Mar-2021,15.61
Metals,2021,4,Apr-2021,22.49
"Oil & Gas",2000,1,Jan-2000,2.73
"Oil & Gas",2000,10,Oct-2000,0.9
"Oil & Gas",2000,11,Nov-2000,0.96
"Oil & Gas",2000,12,Dec-2000,1.01
"Oil & Gas",2000,2,Feb-2000,1.5
"Oil & Gas",2000,3,Mar-2000,1.9
"Oil & Gas",2000,4,Apr-2000,4.07
"Oil & Gas",2000,5,May-2000,1.83
"Oil & Gas",2000,6,Jun-2000,1.67
"Oil & Gas",2000,7,Jul-2000,1.89
"Oil & Gas",2000,8,Aug-2000,0.72
"Oil & Gas",2000,9,Sep-2000,1.31
"Oil & Gas",2001,1,Jan-2001,1.61
"Oil & Gas",2001,10,Oct-2001,1.09
"Oil & Gas",2001,11,Nov-2001,0.54
"Oil & Gas",2001,12,Dec-2001,0.44
"Oil & Gas",2001,2,Feb-2001,2.27
"Oil & Gas",2001,3,Mar-2001,1.28
"Oil & Gas",2001,4,Apr-2001,1.16
"Oil & Gas",2001,5,May-2001,0.81
"Oil & Gas",2001,6,Jun-2001,0.75
"Oil & Gas",2001,7,Jul-2001,0.37
"Oil & Gas",2001,8,Aug-2001,0.46
"Oil & Gas",2001,9,Sep-2001,0.85
"Oil & Gas",2002,1,Jan-2002,0.5
"Oil & Gas",2002,10,Oct-2002,1.37
"Oil & Gas",2002,11,Nov-2002,1.95
"Oil & Gas",2002,12,Dec-2002,1.9
"Oil & Gas",2002,2,Feb-2002,1.15
"Oil & Gas",2002,3,Mar-2002,0.97
"Oil & Gas",2002,4,Apr-2002,1.03
"Oil & Gas",2002,5,May-2002,0.94
"Oil & Gas",2002,6,Jun-2002,0.73
"Oil & Gas",2002,7,Jul-2002,0.93
"Oil & Gas",2002,8,Aug-2002,0.83
"Oil & Gas",2002,9,Sep-2002,1.14
"Oil & Gas",2003,1,Jan-2003,1.4
"Oil & Gas",2003,10,Oct-2003,2.16
"Oil & Gas",2003,11,Nov-2003,1.93
"Oil & Gas",2003,12,Dec-2003,2.87
"Oil & Gas",2003,2,Feb-2003,1.16
"Oil & Gas",2003,3,Mar-2003,0.92
"Oil & Gas",2003,4,Apr-2003,1
"Oil & Gas",2003,5,May-2003,1.16
"Oil & Gas",2003,6,Jun-2003,2.45
"Oil & Gas",2003,7,Jul-2003,2.07
"Oil & Gas",2003,8,Aug-2003,2.16
"Oil & Gas",2003,9,Sep-2003,2.55
"Oil & Gas",2004,1,Jan-2004,4.84
"Oil & Gas",2004,10,Oct-2004,2
"Oil & Gas",2004,11,Nov-2004,2.25
"Oil & Gas",2004,12,Dec-2004,2.5
"Oil & Gas",2004,2,Feb-2004,3.65
"Oil & Gas",2004,3,Mar-2004,3.66
"Oil & Gas",2004,4,Apr-2004,3.35
"Oil & Gas",2004,5,May-2004,3.82
"Oil & Gas",2004,6,Jun-2004,2.8
"Oil & Gas",2004,7,Jul-2004,2.81
"Oil & Gas",2004,8,Aug-2004,2.21
"Oil & Gas",2004,9,Sep-2004,1.85
"Oil & Gas",2005,1,Jan-2005,2.01
"Oil & Gas",2005,10,Oct-2005,1.86
"Oil & Gas",2005,11,Nov-2005,1.52
"Oil & Gas",2005,12,Dec-2005,1.72
"Oil & Gas",2005,2,Feb-2005,1.84
"Oil & Gas",2005,3,Mar-2005,2.13
"Oil & Gas",2005,4,Apr-2005,1.4
"Oil & Gas",2005,5,May-2005,1.18
"Oil & Gas",2005,6,Jun-2005,2.03
"Oil & Gas",2005,7,Jul-2005,1.64
"Oil & Gas",2005,8,Aug-2005,2.14
"Oil & Gas",2005,9,Sep-2005,1.79
"Oil & Gas",2006,1,Jan-2006,3.06
"Oil & Gas",2006,10,Oct-2006,1.13
"Oil & Gas",2006,11,Nov-2006,1.14
"Oil & Gas",2006,12,Dec-2006,1.24
"Oil & Gas",2006,2,Feb-2006,1.63
"Oil & Gas",2006,3,Mar-2006,1.65
"Oil & Gas",2006,4,Apr-2006,2.2
"Oil & Gas",2006,5,May-2006,2.58
"Oil & Gas",2006,6,Jun-2006,2.07
"Oil & Gas",2006,7,Jul-2006,1.4
"Oil & Gas",2006,8,Aug-2006,1.17
"Oil & Gas",2006,9,Sep-2006,1.25
"Oil & Gas",2007,1,Jan-2007,1.15
"Oil & Gas",2007,10,Oct-2007,1.91
"Oil & Gas",2007,11,Nov-2007,1.83
"Oil & Gas",2007,12,Dec-2007,1.92
"Oil & Gas",2007,2,Feb-2007,0.97
"Oil & Gas",2007,3,Mar-2007,0.97
"Oil & Gas",2007,4,Apr-2007,0.91
"Oil & Gas",2007,5,May-2007,1.04
"Oil & Gas",2007,6,Jun-2007,0.87
"Oil & Gas",2007,7,Jul-2007,0.93
"Oil & Gas",2007,8,Aug-2007,1.02
