Sector,Year,Month,Month_Year,Avg_Volume_Millions
Others,2013,2,Feb-2013,3.03
Others,2013,3,Mar-2013,3.11
Others,2013,4,Apr-2013,2.33
Others,2013,5,May-2013,2.91
Others,2013,6,Jun-2013,2.73
Others,2013,7,Jul-2013,2.41
Others,2013,8,Aug-2013,3.7
Others,2013,9,Sep-2013,2.83
Others,2014,1,Jan-2014,2.52
Others,2014,10,Oct-2014,2.47
Others,2014,11,Nov-2014,3.84
Others,2014,12,Dec-2014,2.45
Others,2014,2,Feb-2014,3.25
Others,2014,3,Mar-2014,2.89
Others,2014,4,Apr-2014,4.26
Others,2014,5,May-2014,4.66
Others,2014,6,Jun-2014,3.66
Others,2014,7,Jul-2014,3.89
Others,2014,8,Aug-2014,3.12
Others,2014,9,Sep-2014,2.82
Others,2015,1,Jan-2015,2.56
Others,2015,10,Oct-2015,2.83
Others,2015,11,Nov-2015,2.44
Others,2015,12,Dec-2015,2.38
Others,2015,2,Feb-2015,2.63
Others,2015,3,Mar-2015,3.37
Others,2015,4,Apr-2015,3.08
Others,2015,5,May-2015,5
Others,2015,6,Jun-2015,3.02
Others,2015,7,Jul-2015,2.54
Others,2015,8,Aug-2015,3.64
Others,2015,9,Sep-2015,3.03
Others,2016,1,Jan-2016,2.75
Others,2016,10,Oct-2016,3.17
Others,2016,11,Nov-2016,2.97
Others,2016,12,Dec-2016,2.23
Others,2016,2,Feb-2016,2.83
Others,2016,3,Mar-2016,2.46
Others,2016,4,Apr-2016,2.56
Others,2016,5,May-2016,4.39
Others,2016,6,Jun-2016,2.6
Others,2016,7,Jul-2016,2.71
Others,2016,8,Aug-2016,3.05
Others,2016,9,Sep-2016,3.36
Others,2017,1,Jan-2017,2.78
Others,2017,10,Oct-2017,4.47
Others,2017,11,Nov-2017,4.57
Others,2017,12,Dec-2017,3.53
Others,2017,2,Feb-2017,3.11
Others,2017,3,Mar-2017,2.71
Others,2017,4,Apr-2017,2.87
Others,2017,5,May-2017,3.45
Others,2017,6,Jun-2017,2.54
Others,2017,7,Jul-2017,2.62
Others,2017,8,Aug-2017,2.19
Others,2017,9,Sep-2017,2.55
Others,2018,1,Jan-2018,4.47
Others,2018,10,Oct-2018,4.35
Others,2018,11,Nov-2018,4.22
Others,2018,12,Dec-2018,4.3
Others,2018,2,Feb-2018,3.27
Others,2018,3,Mar-2018,3.28
Others,2018,4,Apr-2018,3.22
Others,2018,5,May-2018,3.31
Others,2018,6,Jun-2018,2.68
Others,2018,7,Jul-2018,3.17
Others,2018,8,Aug-2018,2.79
Others,2018,9,Sep-2018,3.44
Others,2019,1,Jan-2019,6.97
Others,2019,10,Oct-2019,10.55
Others,2019,11,Nov-2019,15.78
Others,2019,12,Dec-2019,10.02
Others,2019,2,Feb-2019,6.34
Others,2019,3,Mar-2019,5.53
Others,2019,4,Apr-2019,5.06
Others,2019,5,May-2019,8.68
Others,2019,6,Jun-2019,5.51
Others,2019,7,Jul-2019,5.67
Others,2019,8,Aug-2019,6.77
Others,2019,9,Sep-2019,7.58
Others,2020,1,Jan-2020,10.52
Others,2020,10,Oct-2020,15.1
Others,2020,11,Nov-2020,12.01
Others,2020,12,Dec-2020,15.06
Others,2020,2,Feb-2020,9.27
Others,2020,3,Mar-2020,11.15
Others,2020,4,Apr-2020,11.74
Others,2020,5,May-2020,17.43
Others,2020,6,Jun-2020,14.46
Others,2020,7,Jul-2020,12.02
Others,2020,8,Aug-2020,22.14
Others,2020,9,Sep-2020,20.71
Others,2021,1,Jan-2021,14.29
Others,2021,2,Feb-2021,19.34
Others,2021,3,Mar-2021,14.11
Others,2021,4,Apr-2021,13.75
Pharma,2000,1,Jan-2000,0.05
Pharma,2000,10,Oct-2000,0.11
Pharma,2000,11,Nov-2000,0.13
Pharma,2000,12,Dec-2000,0.12
Pharma,2000,2,Feb-2000,0.05
Pharma,2000,3,Mar-2000,0.07
Pharma,2000,4,Apr-2000,0.06
Pharma,2000,5,May-2000,0.05
Pharma,2000,6,Jun-2000,0.05
Pharma,2000,7,Jul-2000,0.08
Pharma,2000,8,Aug-2000,0.07
Pharma,2000,9,Sep-2000,0.08
Pharma,2001,1,Jan-2001,0.1
Pharma,2001,10,Oct-2001,0.19
Pharma,2001,11,Nov-2001,0.27
Pharma,2001,12,Dec-2001,0.18
Pharma,2001,2,Feb-2001,0.08
Pharma,2001,3,Mar-2001,0.06
Pharma,2001,4,Apr-2001,0.07
Pharma,2001,5,May-2001,0.06
Pharma,2001,6,Jun-2001,0.07
Pharma,2001,7,Jul-2001,0.06
Pharma,2001,8,Aug-2001,0.12
Pharma,2001,9,Sep-2001,0.19
Pharma,2002,1,Jan-2002,0.11
Pharma,2002,10,Oct-2002,0.1
Pharma,2002,11,Nov-2002,0.09
Pharma,2002,12,Dec-2002,0.11
Pharma,2002,2,Feb-2002,0.1
Pharma,2002,3,Mar-2002,0.05
Pharma,2002,4,Apr-2002,0.06
Pharma,2002,5,May-2002,0.05
Pharma,2002,6,Jun-2002,0.04
Pharma,2002,7,Jul-2002,0.07
Pharma,2002,8,Aug-2002,0.04
Pharma,2002,9,Sep-2002,0.05
Pharma,2003,1,Jan-2003,0.1
Pharma,2003,10,Oct-2003,0.16
Pharma,2003,11,Nov-2003,0.18
Pharma,2003,12,Dec-2003,0.1
Pharma,2003,2,Feb-2003,0.05
Pharma,2003,3,Mar-2003,0.05
Pharma,2003,4,Apr-2003,0.06
Pharma,2003,5,May-2003,0.08
Pharma,2003,6,Jun-2003,0.09
Pharma,2003,7,Jul-2003,0.13
Pharma,2003,8,Aug-2003,0.16
Pharma,2003,9,Sep-2003,0.18
Pharma,2004,1,Jan-2004,0.12
Pharma,2004,10,Oct-2004,0.3
Pharma,2004,11,Nov-2004,0.31
Pharma,2004,12,Dec-2004,0.38
Pharma,2004,2,Feb-2004,0.15
Pharma,2004,3,Mar-2004,0.13
Pharma,2004,4,Apr-2004,0.15
Pharma,2004,5,May-2004,0.21
Pharma,2004,6,Jun-2004,0.2
Pharma,2004,7,Jul-2004,0.19
Pharma,2004,8,Aug-2004,0.24
Pharma,2004,9,Sep-2004,0.34
Pharma,2005,1,Jan-2005,0.59
Pharma,2005,10,Oct-2005,0.46
Pharma,2005,11,Nov-2005,0.25
Pharma,2005,12,Dec-2005,0.22
Pharma,2005,2,Feb-2005,0.26
Pharma,2005,3,Mar-2005,0.42
Pharma,2005,4,Apr-2005,0.33
Pharma,2005,5,May-2005,0.25
Pharma,2005,6,Jun-2005,0.29
Pharma,2005,7,Jul-2005,0.26
Pharma,2005,8,Aug-2005,0.21
Pharma,2005,9,Sep-2005,0.21
Pharma,2006,1,Jan-2006,0.25
Pharma,2006,10,Oct-2006,0.47
Pharma,2006,11,Nov-2006,0.59
Pharma,2006,12,Dec-2006,0.59
Pharma,2006,2,Feb-2006,0.84
Pharma,2006,3,Mar-2006,0.49
Pharma,2006,4,Apr-2006,1.17
Pharma,2006,5,May-2006,1.01
Pharma,2006,6,Jun-2006,0.84
Pharma,2006,7,Jul-2006,0.71
Pharma,2006,8,Aug-2006,0.68
Pharma,2006,9,Sep-2006,0.68
Pharma,2007,1,Jan-2007,0.52
Pharma,2007,10,Oct-2007,0.89
Pharma,2007,11,Nov-2007,0.49
Pharma,2007,12,Dec-2007,0.76
Pharma,2007,2,Feb-2007,0.5
Pharma,2007,3,Mar-2007,0.55
Pharma,2007,4,Apr-2007,0.91
Pharma,2007,5,May-2007,1.02
Pharma,2007,6,Jun-2007,0.69
Pharma,2007,7,Jul-2007,1.02
Pharma,2007,8,Aug-2007,0.73
Pharma,2007,9,Sep-2007,0.99
Pharma,2008,1,Jan-2008,0.59
Pharma,2008,10,Oct-2008,0.89
Pharma,2008,11,Nov-2008,0.71
Pharma,2008,12,Dec-2008,0.69
Pharma,2008,2,Feb-2008,0.4
Pharma,2008,3,Mar-2008,0.82
Pharma,2008,4,Apr-2008,0.51
Pharma,2008,5,May-2008,0.54
Pharma,2008,6,Jun-2008,0.7
Pharma,2008,7,Jul-2008,0.66
Pharma,2008,8,Aug-2008,0.55
Pharma,2008,9,Sep-2008,0.65
Pharma,2009,1,Jan-2009,0.6
Pharma,2009,10,Oct-2009,0.92
Pharma,2009,11,Nov-2009,0.83
Pharma,2009,12,Dec-2009,0.94
Pharma,2009,2,Feb-2009,0.66
Pharma,2009,3,Mar-2009,0.66
Pharma,2009,4,Apr-2009,0.9
Pharma,2009,5,May-2009,0.74
Pharma,2009,6,Jun-2009,0.97
Pharma,2009,7,Jul-2009,0.77
Pharma,2009,8,Aug-2009,0.75
Pharma,2009,9,Sep-2009,0.8
Pharma,2010,1,Jan-2010,0.72
Pharma,2010,10,Oct-2010,0.76
Pharma,2010,11,Nov-2010,0.82
Pharma,2010,12,Dec-2010,0.98
Pharma,2010,2,Feb-2010,0.46
Pharma,2010,3,Mar-2010,0.55
Pharma,2010,4,Apr-2010,0.63
Pharma,2010,5,May-2010,0.76
Pharma,2010,6,Jun-2010,0.59
Pharma,2010,7,Jul-2010,0.47
Pharma,2010,8,Aug-2010,0.65
Pharma,2010,9,Sep-2010,0.74
Pharma,2011,1,Jan-2011,0.86
Pharma,2011,10,Oct-2011,0.79
Pharma,2011,11,Nov-2011,0.98
Pharma,2011,12,Dec-2011,0.79
Pharma,2011,2,Feb-2011,0.93
Pharma,2011,3,Mar-2011,0.91
Pharma,2011,4,Apr-2011,0.62
Pharma,2011,5,May-2011,0.81
Pharma,2011,6,Jun-2011,0.81
Pharma,2011,7,Jul-2011,0.7
Pharma,2011,8,Aug-2011,0.88
Pharma,2011,9,Sep-2011,0.94
Pharma,2012,1,Jan-2012,0.7
Pharma,2012,10,Oct-2012,0.95
Pharma,2012,11,Nov-2012,1.09
Pharma,2012,12,Dec-2012,0.82
Pharma,2012,2,Feb-2012,1.04
Pharma,2012,3,Mar-2012,1.03
Pharma,2012,4,Apr-2012,0.59
Pharma,2012,5,May-2012,0.83
Pharma,2012,6,Jun-2012,0.67
Pharma,2012,7,Jul-2012,0.71
Pharma,2012,8,Aug-2012,0.97
Pharma,2012,9,Sep-2012,1.25
Pharma,2013,1,Jan-2013,0.95
Pharma,2013,10,Oct-2013,1.04
Pharma,2013,11,Nov-2013,1.03
Pharma,2013,12,Dec-2013,1.08
Pharma,2013,2,Feb-2013,1.3
Pharma,2013,3,Mar-2013,0.84
Pharma,2013,4,Apr-2013,0.82
Pharma,2013,5,May-2013,1.03
Pharma,2013,6,Jun-2013,1.07
Pharma,2013,7,Jul-2013,0.82
Pharma,2013,8,Aug-2013,1.42
Pharma,2013,9,Sep-2013,1.14
Pharma,2014,1,Jan-2014,1.08
Pharma,2014,10,Oct-2014,1.34
Pharma,2014,11,Nov-2014,1.62
Pharma,2014,12,Dec-2014,1.26
Pharma,2014,2,Feb-2014,1.51
Pharma,2014,3,Mar-2014,1.5
Pharma,2014,4,Apr-2014,1.78
Pharma,2014,5,May-2014,1.71
Pharma,2014,6,Jun-2014,1.54
Pharma,2014,7,Jul-2014,1.19
Pharma,2014,8,Aug-2014,1.22
Pharma,2014,9,Sep-2014,2.06
Pharma,2015,1,Jan-2015,1.2
Pharma,2015,10,Oct-2015,1.58
Pharma,2015,11,Nov-2015,2.41
Pharma,2015,12,Dec-2015,2.17
Pharma,2015,2,Feb-2015,1.25
Pharma,2015,3,Mar-2015,1.54
Pharma,2015,4,Apr-2015,7.24
Pharma,2015,5,May-2015,2.13
Pharma,2015,6,Jun-2015,2.15
Pharma,2015,7,Jul-2015,1.95
Pharma,2015,8,Aug-2015,2.45
Pharma,2015,9,Sep-2015,1.9
Pharma,2016,1,Jan-2016,1.45
Pharma,2016,10,Oct-2016,1.1
Pharma,2016,11,Nov-2016,2.72
Pharma,2016,12,Dec-2016,2.05
Pharma,2016,2,Feb-2016,1.71
Pharma,2016,3,Mar-2016,2.16
Pharma,2016,4,Apr-2016,1.61
Pharma,2016,5,May-2016,1.87
Pharma,2016,6,Jun-2016,1.98
Pharma,2016,7,Jul-2016,1.81
Pharma,2016,8,Aug-2016,1.83
Pharma,2016,9,Sep-2016,1.44
Pharma,2017,1,Jan-2017,1.24
Pharma,2017,10,Oct-2017,1.97
Pharma,2017,11,Nov-2017,2.46
Pharma,2017,12,Dec-2017,2.2
Pharma,2017,2,Feb-2017,2.01
Pharma,2017,3,Mar-2017,1.6
Pharma,2017,4,Apr-2017,1.44
Pharma,2017,5,May-2017,2.68
Pharma,2017,6,Jun-2017,2.44
Pharma,2017,7,Jul-2017,1.34
Pharma,2017,8,Aug-2017,2.75
Pharma,2017,9,Sep-2017,2.82
Pharma,2018,1,Jan-2018,2.17
Pharma,2018,10,Oct-2018,2.5
Pharma,2018,11,Nov-2018,4.29
Pharma,2018,12,Dec-2018,7.74
Pharma,2018,2,Feb-2018,4.07
Pharma,2018,3,Mar-2018,2.7
Pharma,2018,4,Apr-2018,1.85
Pharma,2018,5,May-2018,3.13
Pharma,2018,6,Jun-2018,4.55
Pharma,2018,7,Jul-2018,2.43
Pharma,2018,8,Aug-2018,4.03
Pharma,2018,9,Sep-2018,4.07
Pharma,2019,1,Jan-2019,5.82
Pharma,2019,10,Oct-2019,2.74
Pharma,2019,11,Nov-2019,4.58
Pharma,2019,12,Dec-2019,2.48
Pharma,2019,2,Feb-2019,4.1
Pharma,2019,3,Mar-2019,3.1
Pharma,2019,4,Apr-2019,2.53
Pharma,2019,5,May-2019,3.95
Pharma,2019,6,Jun-2019,2.84
Pharma,2019,7,Jul-2019,3.23
Pharma,2019,8,Aug-2019,3.49
Pharma,2019,9,Sep-2019,3.68
Pharma,2020,1,Jan-2020,2.34
Pharma,2020,10,Oct-2020,5.76
Pharma,2020,11,Nov-2020,7.38
Pharma,2020,12,Dec-2020,5.85
Pharma,2020,2,Feb-2020,3.47
Pharma,2020,3,Mar-2020,5.95
Pharma,2020,4,Apr-2020,11.85
Pharma,2020,5,May-2020,7.33
Pharma,2020,6,Jun-2020,6.41
Pharma,2020,7,Jul-2020,5.99
Pharma,2020,8,Aug-2020,7.34
Pharma,2020,9,Sep-2020,7.91
Pharma,2021,1,Jan-2021,4.49
Pharma,2021,2,Feb-2021,5.44
Pharma,2021,3,Mar-2021,3.4
Pharma,2021,4,Apr-2021,6.44
